backers_count,final_status,amount,time_to_achieve,completion_before_deadline
8,0,875.0,21,1
8,0,500.0,0,1
117,1,10000.0,9,1
81,1,5000.0,11,1
6,0,10000.0,8,1
46,1,1900.0,6,1
115,0,10000.0,25,1
323,1,10000.0,1,0
77,1,2500.0,16,1
20,1,700.0,20,1
2,0,5000.0,40,1
9,0,400.0,2,1
5,0,1500.0,7,1
5,0,1000.0,0,1
9,0,3500.0,63,1
4,0,1500.0,0,1
63,1,2500.0,1,1
1,0,2500.0,0,1
30,1,3000.0,13,1
1,0,24000.0,2,1
20,0,3500.0,3,1
108,1,15000.0,10,1
10,0,3500.0,2,1
3,0,1000.0,0,1
0,0,26250.0,2,1
23,1,2000.0,77,1
72,0,2000.0,41,1
18,0,1000.0,6,1
4,0,300.0,0,1
16,0,1000.0,9,1
80,1,4000.0,32,1
1,0,10000.0,6,1
63,0,15000.0,1,1
0,0,5000.0,1,1
40,0,20000.0,20,1
80,1,1500.0,5,1
449,1,19000.0,1,1
3,0,6000.0,0,1
42,1,1000.0,57,1
13,0,500.0,7,1
130,1,7500.0,3,1
64,0,20000.0,23,1
0,0,1480.0,0,1
117,0,10000.0,101,1
0,0,6000.0,18,1
434,1,9500.0,9,1
15,1,450.0,1,1
22,0,25000.0,1,1
15,0,1000.0,1,1
0,0,2000.0,9,1
31,0,2500.0,1,1
2,0,5000.0,0,1
3,0,2000.0,23,1
0,0,65000.0,9,1
1,0,3000.0,0,1
6,0,8500.0,0,1
34,1,1500.0,0,1
25,0,2300.0,52,1
3,0,3000.0,2,1
71,1,2500.0,12,1
223,0,25000.0,4,1
56,0,10000.0,40,1
22,0,2650.0,14,1
36,1,1500.0,1,1
95,0,4000.0,3,1
15,0,1500.0,1,1
0,0,1000.0,11,1
5,0,8000.0,50,1
13,1,300.0,2,1
18,0,6500.0,89,1
4,0,1800.0,2,1
9,0,10000.0,15,1
65,1,2500.0,3,1
0,0,7000.0,0,1
33,0,3500.0,2,1
41,1,3000.0,0,1
19,0,10000.0,1,1
73,0,50000.0,7,1
15,0,80000.0,4,1
46,0,5000.0,2,1
7,0,2000.0,2,1
0,0,22500.0,24,1
35,0,6000.0,0,1
14,1,2000.0,21,1
6,0,10000.0,2,1
23,0,1200.0,2,1
30,0,3000.0,2,1
88,1,6000.0,2,1
89,0,6660.0,2,1
1,0,700.0,32,1
23,1,1500.0,2,1
0,0,12000.0,2,1
48,1,3000.0,20,1
44,0,2100.0,1,1
25,0,1100.0,0,1
32,1,500.0,1,1
16,0,1500.0,0,1
17,1,500.0,2,1
4,0,6000.0,4,1
10,0,25000.0,74,1
1,0,5000.0,2,1
36,1,700.0,120,1
17,0,3800.0,2,1
63,1,2500.0,1,1
72,1,2200.0,19,1
12,0,6400.0,9,1
26,1,1500.0,1,1
462,0,15000.0,20,1
13,0,7000.0,37,1
2,0,15000.0,9,1
34,1,1750.0,2,1
19,1,500.0,28,1
17,0,36000.0,1,1
51,0,3000.0,55,1
5,0,800.0,3,1
3,0,4999.0,35,1
0,0,3500.0,5,1
62,1,3500.0,7,1
0,0,5000.0,2,1
0,0,1.0,0,1
0,0,12000.0,7,1
39,1,2000.0,4,1
27,0,30000.0,0,1
6,0,500.0,0,1
10,0,750.0,0,1
1,0,5500.0,23,1
78,0,3500.0,3,1
19,0,1000.0,4,1
1,0,2000.0,0,1
4,0,3500.0,14,1
2,0,45000.0,0,1
183,1,10000.0,75,1
608,1,20000.0,3,1
111,1,5550.0,18,1
109,0,4000.0,13,1
28,1,1000.0,1,1
551,1,25000.0,13,1
4,0,7500.0,6,1
30,0,1500.0,5,1
13,0,1000.0,5,1
14,0,7000.0,4,1
0,0,1500.0,6,1
123,1,6500.0,10,1
13,1,275.0,5,1
12,0,1250.0,14,1
54,0,2500.0,6,1
1,0,20000.0,2,1
162,1,5000.0,4,1
415,0,40000.0,3,1
13,0,4500.0,0,1
3,0,7000.0,4,1
10,0,275000.0,3,1
29,0,2000.0,5,1
38,1,5000.0,14,1
0,0,5000.0,4,1
0,0,10000.0,5,1
51,1,1500.0,0,1
5,0,4500.0,16,1
16,1,300.0,0,1
29,0,2500.0,4,1
3,0,1000.0,13,1
59,0,10000.0,0,1
110,1,18000.0,25,1
70,1,4250.0,39,1
80,1,2000.0,5,1
24,0,4400.0,14,1
146,1,10000.0,2,1
29,0,10000.0,12,1
10,0,10000.0,0,1
55,0,7500.0,4,1
122,0,20000.0,29,1
6,0,4250.0,4,1
1,0,700.0,5,1
0,0,8000.0,5,1
441,1,20000.0,1,1
32,0,1500.0,3,1
8,0,500.0,2,1
1,0,20000.0,4,1
74,1,3500.0,28,1
26,1,1000.0,6,1
2,0,1200.0,2,1
12,0,2500.0,0,1
53,1,8000.0,10,1
3,0,9000.0,23,1
19,1,2000.0,5,1
0,0,700.0,0,1
0,0,400.0,2,1
69,1,2000.0,3,1
4,0,2500.0,12,1
67,0,10000.0,0,1
78,1,2011.0,1,1
0,0,7000.0,0,1
29,0,1250.0,0,1
8,0,500.0,0,1
1909,1,15000.0,8,1
40,0,12000.0,4,1
65,1,2000.0,3,1
0,0,1000.0,6,1
2,0,5000.0,0,1
14,1,500.0,166,1
81,1,6000.0,13,1
55,0,5500.0,1,1
98,1,4800.0,53,1
52,1,2750.0,80,1
56,0,16000.0,4,1
24,0,3000.0,0,1
1960,1,30000.0,19,1
19,0,1500.0,25,1
21,0,7500.0,71,1
70,1,3000.0,1,1
0,0,3000.0,0,1
69,1,4400.0,6,1
68,0,5000.0,6,1
1,0,1000.0,6,1
110,1,5000.0,95,1
4,0,10000.0,1,1
4,0,25000.0,57,1
13,0,2500.0,3,1
31,0,1000.0,18,1
49,1,4000.0,5,1
91,1,12345.0,0,1
41,0,5000.0,22,1
34,0,6000.0,6,1
0,0,10000.0,47,1
81,1,3000.0,8,1
34,1,5000.0,5,1
143,1,5000.0,32,1
23,1,1500.0,1,1
24,1,500.0,0,1
29,0,3100.0,91,1
15,0,20000.0,22,1
111,1,7500.0,4,1
12,1,200.0,0,1
3,0,111.0,2,1
38,0,2000.0,3,1
17,1,2000.0,2,1
6,0,1000.0,8,1
38,0,5000.0,69,1
0,0,500.0,2,1
232,0,18000.0,49,1
4,0,15000.0,13,1
1083,1,25000.0,3,1
15,0,5000.0,6,1
117,0,50000.0,3,1
0,0,5000.0,4,1
62,1,6000.0,9,1
87,0,11000.0,21,1
57,1,2500.0,0,1
35,1,850.0,16,1
0,0,4500.0,0,1
56,0,5000.0,8,1
85,0,6000.0,4,1
1,0,1000.0,3,1
27,1,1000.0,17,1
3,0,73000.0,2,1
9,0,999.0,0,1
18,0,3500.0,0,1
1,0,60000.0,7,1
8,0,1500.0,1,1
115,1,2700.0,36,1
61,1,1000.0,1,1
4,0,1500.0,15,1
1,0,19780.0,2,1
64,1,2500.0,2,1
44,0,4000.0,4,1
470,1,25000.0,6,1
98,0,10000.0,4,1
8,0,5000.0,9,1
93,1,5000.0,7,1
0,0,700.0,0,1
34,0,30000.0,27,1
1,0,800000.0,1,1
192,1,10000.0,7,1
55,1,2500.0,2,1
9,0,7000.0,1,1
21,0,5500.0,1,1
32,0,6000.0,23,1
0,0,4000.0,15,1
1,0,550.0,1,1
15,0,1200.0,1,1
13,0,2500.0,0,1
118,0,5000.0,2,1
1,0,1200.0,7,1
46,0,2500.0,2,1
14,1,800.0,9,1
113,1,20000.0,2,1
0,0,10000.0,4,1
37,0,3250.0,3,1
21,0,2000.0,3,1
4975,1,2500.0,28,1
38,1,750.0,10,1
483,1,20000.0,9,1
475,1,20000.0,1,1
59,1,3200.0,0,1
89,1,7000.0,47,1
127,0,12000.0,2,1
59,1,2000.0,8,1
81,0,27500.0,29,1
44,0,1300.0,3,1
119,1,5000.0,2,1
4,0,2000.0,8,1
67,0,3000.0,0,1
63,1,2600.0,1,1
14,0,950.0,2,1
91,0,12000.0,4,1
1,0,6500.0,46,1
70,1,2000.0,17,1
2,0,15000.0,0,1
24,1,1100.0,1,1
104,1,4096.0,25,1
3,0,122143.2,11,1
29,0,3000.0,13,1
4,0,2662.0,2,1
20,0,10750.0,0,1
3,0,12500.0,13,1
34,1,1000.0,6,1
57,0,3000.0,3,1
82,1,10000.0,16,1
55,1,2300.0,31,1
13,0,5000.0,2,1
0,0,1000.0,18,1
21,1,1500.0,8,1
0,0,600.0,22,1
101,1,7500.0,8,1
15,0,5000.0,0,1
0,0,5000.0,30,1
26,0,7500.0,19,1
239,0,20000.0,16,1
126,1,7948.16,6,1
30,1,3500.0,5,1
4,0,3000.0,3,1
13,0,10000.0,10,1
14,1,400.0,0,1
4048,1,2500.0,16,1
38,1,1250.0,4,1
11,0,10000.0,2,1
7,1,650.0,1,1
55,1,2000.0,4,1
38,1,2500.0,8,1
41,1,2000.0,0,1
41,1,3000.0,0,1
28,1,750.0,0,1
209,1,25000.0,6,1
51,0,15000.0,3,1
116,0,7000.0,17,1
18,1,250.0,1,1
22,1,1000.0,0,1
10,0,5000.0,0,1
25,0,3250.0,19,1
6,0,2000.0,3,1
13,0,10000.0,2,1
2,0,3000.0,12,1
40,1,1111.0,15,1
0,0,70000.0,5,1
0,0,3500.0,0,1
41,1,1500.0,7,1
2,0,750.0,0,1
2,0,15000.0,24,1
8,0,1250.0,34,1
0,0,9500.0,11,1
13,1,1.0,6,1
44,1,2555.0,27,1
159,1,2500.0,1,1
18,1,1500.0,6,1
1,0,25000.0,6,1
5,0,7000.0,4,1
30,1,1500.0,6,1
37,0,2500.0,0,1
7,0,5000.0,3,1
6,0,300.0,12,1
39,0,7500.0,0,1
77,1,3000.0,45,1
17,0,2500.0,8,1
17,0,2500.0,2,1
6,0,5000.0,12,1
37,1,1650.0,4,1
33,1,500.0,11,1
32,0,2000.0,2,1
24,1,900.0,23,1
90,1,1000.0,6,1
134,1,15000.0,2,1
6,0,5000.0,0,1
37,0,4000.0,2,1
34,0,8000.0,24,1
45,0,1500.0,2,1
3,0,5000.0,47,1
2,0,2000.0,0,1
0,0,20000.0,12,1
13,0,5000.0,0,1
22,0,2000.0,4,1
0,0,500.0,12,1
491,1,3000.0,6,1
79,1,7500.0,29,1
1,0,1800.0,5,1
72,1,1500.0,4,1
34,0,12000.0,1,1
2,0,672.0,3,1
0,0,28713.0,0,1
16,1,1950.0,6,1
1,0,500.0,0,1
14,0,1000.0,13,1
4,0,7000.0,13,1
17,0,2000.0,3,1
76,0,10800.0,7,1
24,0,50000.0,4,1
14,0,4000.0,5,1
31,1,2150.0,6,1
3,0,10000.0,131,1
7,0,5000.0,33,1
522,1,20000.0,2,1
18,0,1000.0,34,1
104,1,2000.0,22,1
38,1,5005.0,0,1
50,0,2000.0,35,1
36,0,1000.0,8,1
72,1,1500.0,0,1
44,1,1500.0,12,1
42,0,1500.0,7,1
895,1,5000.0,1,1
42,0,2000.0,13,1
0,0,2500.0,5,1
76,1,2500.0,11,1
69,1,3000.0,14,1
0,0,1000.0,0,1
94,1,3832.01,19,1
2,0,10000.0,42,1
17,0,500.0,21,1
9,1,400.0,1,1
5,0,6500.0,0,1
41,1,3000.0,1,1
70,1,5000.0,7,1
9,0,50000.0,83,1
23,1,2000.0,25,1
130,1,8500.0,10,1
203,1,37000.0,119,1
133,0,6000.0,35,1
34,1,500.0,14,1
13,0,1500.0,131,1
14,0,10000.0,9,1
40,0,6000.0,2,1
22,1,2500.0,1,1
240,1,17500.0,1,1
1,0,1500.0,3,1
15,1,500.0,0,1
267,1,15000.0,36,1
37,1,2000.0,0,1
5,0,1500.0,0,1
113,1,500.0,1,1
127,1,2500.0,15,1
38,0,3500.0,7,1
322,1,12000.0,0,1
9,1,500.0,2,1
4,0,5000.0,13,1
37,1,200.0,1,1
21,0,2800.0,0,1
36,1,2300.0,1,1
66,1,10500.0,84,1
0,0,20000.0,40,1
6,0,10000.0,83,1
14,1,300.0,0,1
2,0,1200.0,5,1
5,0,10000.0,1,1
30,1,500.0,0,1
12,0,1000.0,1,1
76,1,2000.0,12,1
63,0,5000.0,7,1
245,1,20000.0,2,1
24,1,1000.0,22,1
27,0,5498.0,14,1
16,0,500.0,1,1
18,1,2000.0,1,1
32,1,3000.0,3,1
9,1,333.0,2,1
84,1,3000.0,9,1
0,0,5000.0,0,1
42,1,1500.0,4,1
7,0,1200.0,2,1
1,0,200000.0,0,1
4,0,500.0,2,1
1,0,9850.0,2,1
0,0,3000.0,2,1
41,1,900.0,7,1
16,0,2500.0,10,1
41,1,1500.0,42,1
113,1,7000.0,7,1
14,1,300.0,4,1
62,1,3500.0,6,1
420,1,17000.0,10,1
40,1,1500.0,2,1
11,0,10000.0,4,1
16,0,20000.0,38,1
39,1,2000.0,19,1
131,0,17000.0,1,1
28,1,1500.0,6,1
134,0,10000.0,0,1
97,1,5000.0,98,1
22,0,20000.0,2,1
19,0,500.0,1,1
24,0,3250.0,6,1
7,0,4500.0,0,1
72,1,4000.0,12,1
61,0,10000.0,7,1
12,1,400.0,0,1
37,0,2700.0,10,1
1,0,15000.0,0,1
67,1,5000.0,2,1
0,0,3300.0,0,1
67,1,5000.0,0,1
10,1,200.0,0,1
7,0,2500.0,1,1
16,1,1000.0,1,1
17,0,250000.0,1,1
37,0,1500.0,23,1
33,1,2000.0,1,1
34,1,555.0,3,1
42,1,1000.0,15,1
83,0,10000.0,15,1
62,0,2000.0,9,1
26,0,1000.0,9,1
10,0,7500.0,3,1
77,1,9900.0,7,1
2,0,2000.0,10,1
40,1,1600.0,12,1
86,1,7000.0,2,1
49,0,2000.0,1,1
54,1,5000.0,16,1
53,1,3000.0,6,1
12,0,4200.0,5,1
39,0,1550.0,10,1
91,1,6500.0,17,1
3,0,2500.0,2,1
2,0,1600.0,6,1
23,1,500.0,4,1
2,0,5500.0,1,1
126,1,5000.0,0,1
23,0,7000.0,0,1
69,1,5000.0,0,1
7,0,1000.0,34,1
39,1,300.0,0,1
44,0,6000.0,2,1
7,0,3600.0,4,1
0,0,400.0,17,1
0,0,700.0,4,1
89,0,10000.0,12,1
4,0,200.0,0,1
40,1,2000.0,60,1
82,0,6000.0,3,1
148,1,2000.0,3,1
0,0,600000.0,0,1
4,0,500.0,2,1
42,1,1575.0,5,1
26,1,3000.0,4,1
48,1,1500.0,1,1
12,0,9975.0,0,1
100,0,10000.0,11,1
30,1,1300.0,1,1
21,1,400.0,15,1
14,1,600.0,9,1
9,0,1500.0,8,1
92,0,30000.0,6,1
12,1,850.0,2,1
20,0,1962.0,10,1
51,1,1000.0,0,1
28,0,1500.0,4,1
0,0,1000.0,0,1
15,0,200000.0,40,1
15,1,800.0,4,1
90,0,8000.0,18,1
0,0,1000.0,0,1
3,0,1000.0,0,1
45,0,3000.0,55,1
2,0,5000.0,9,1
15,1,1000.0,11,1
165,1,10000.0,5,1
29,1,500.0,19,1
0,0,2060.0,41,1
87,0,15000.0,2,1
1,0,8400.0,23,1
92,1,6200.0,28,1
114,0,9000.0,47,1
236,1,17000.0,0,1
105,0,13000.0,0,1
35,1,500.0,4,1
371,1,25000.0,16,1
1,0,2000.0,10,1
3,0,3750.0,5,1
15,0,2750.0,340,1
20,0,2500.0,5,1
15,0,3400.0,8,1
54,1,1600.0,16,1
320,1,25000.0,34,1
17,0,1500.0,118,1
3,0,30000.0,2,1
91,1,10000.0,0,1
45,1,3000.0,6,1
56,1,1800.0,0,1
0,0,2000.0,5,1
2,0,1000.0,0,1
37,1,2500.0,4,1
43,0,3100.0,4,1
1,0,6500.0,18,1
4,0,15000.0,3,1
3,0,2500.0,12,1
1,0,600.0,0,1
15,0,1000.0,2,1
44,1,1000.0,0,1
1,0,1200.0,0,1
0,0,6000.0,26,1
26,1,100.0,27,1
25,1,6500.0,4,1
0,0,2500.0,2,1
7,0,750.0,1,1
6,0,500.0,1,1
31,0,2000.0,0,1
6,0,4000.0,12,1
51,1,1250.0,4,1
33,0,7600.0,35,1
27,1,1150.0,0,1
4,0,4000.0,4,1
1,0,1200.0,0,1
9,0,3000.0,9,1
98,0,5000.0,99,1
8,0,8500.0,0,1
47,0,4000.0,0,1
7,0,15000.0,3,1
0,0,20.0,26,1
18,0,5000.0,1,1
5,1,300.0,4,1
0,0,500.0,0,1
1,0,15000.0,17,1
9,0,5000.0,6,1
530,1,7000.0,2,1
25,0,1000.0,3,1
86,0,12500.0,1,1
50,0,4000.0,19,1
47,1,2200.0,92,1
4,0,1000.0,0,1
38,1,1100.0,0,1
11,0,55000.0,56,1
32,0,5000.0,26,1
54,0,5500.0,5,1
111,1,5000.0,8,1
174,1,9000.0,4,1
0,0,15000.0,7,1
0,0,1000.0,0,1
145,1,4000.0,18,1
50,1,2900.0,18,1
6,0,2800.0,5,1
0,0,3000.0,14,1
1,0,3500.0,49,1
6,0,5000.0,5,1
62,1,20000.0,0,1
2,0,25000.0,0,1
96,1,5000.0,5,1
48,1,3369.0,1,1
33,0,1500.0,0,1
7,0,10000.0,27,1
23,0,2000.0,1,1
21,0,1000.0,0,1
26,0,2500.0,36,1
1,0,2000.0,36,1
70,0,2000.0,0,1
5,0,20000.0,1,1
31,1,1000.0,6,1
35,0,1500.0,2,1
34,1,1250.0,15,1
181,0,10000.0,1,1
138,1,10000.0,14,1
27,1,1247.0,13,1
1,0,6500.0,6,1
13,1,200.0,1,1
211,0,23000.0,8,1
43,1,4000.0,18,1
2,0,1000.0,6,1
10,0,4000.0,2,1
145,1,10000.0,2,1
7,0,5000.0,0,1
42,1,1000.0,2,1
1,0,6500.0,10,1
4,0,1000.0,56,1
37,0,10000.0,7,1
34,0,12500.0,1,1
74,0,6000.0,4,1
5,0,4500.0,34,1
51,1,2500.0,0,1
133,1,6000.0,9,1
96,0,30000.0,7,1
52,0,3000.0,48,1
0,0,1000.0,0,1
14,0,300.0,2,1
382,1,30000.0,354,1
30,1,2000.0,8,1
41,0,4000.0,10,1
10,0,6000.0,0,1
31,1,1500.0,0,1
79,1,2500.0,5,1
22,1,250.0,1,1
32,1,5000.0,0,1
0,0,6500.0,15,1
2,0,5000.0,71,1
6,0,200.0,0,1
4,0,10000.0,16,1
36,0,1000.0,1,1
272,1,5000.0,16,1
20,1,3000.0,8,1
4,0,5000.0,25,1
36,0,17500.0,33,1
41,1,2500.0,0,1
185,1,5000.0,7,1
86,1,10000.0,8,1
1,0,14000.0,10,1
298,0,28000.0,2,1
22,1,300.0,2,1
13,0,15000.0,1,1
30,0,7499.0,3,1
112,1,15000.0,6,1
65,1,3000.0,15,1
75,0,3500.0,10,1
88,1,7000.0,1,1
31,0,4000.0,7,1
21,0,1000.0,37,1
261,1,10000.0,3,1
117,1,3500.0,37,1
88,0,20000.0,45,1
1,0,35000.0,0,1
1,0,1700.0,99,1
0,0,2000.0,23,1
72,1,8000.0,0,1
68,0,4200.0,3,1
7,0,5000.0,3,1
86,0,36000.0,1,1
0,0,20000.0,21,1
305,1,20000.0,52,1
84,0,5000.0,4,1
2,0,1200.0,63,1
7,0,1000.0,3,1
1694,1,15000.0,5,1
0,0,15000.0,17,1
2,0,10000.0,11,1
21,1,1100.0,17,1
205,1,9975.0,11,1
20,0,15000.0,21,1
116,0,12000.0,43,1
16,0,600.0,2,1
5,0,3000.0,1,1
12,1,500.0,0,1
78,1,5000.0,2,1
14,0,500.0,8,1
58,1,12000.0,65,1
8,0,10000.0,56,1
2,0,750.0,7,1
18,1,550.0,14,1
3,0,1500.0,14,1
32,1,800.0,0,1
75,1,4000.0,3,1
35,0,20000.0,8,1
12,1,1800.0,10,1
0,0,2500.0,37,1
2,0,5000.0,0,1
5,0,1500.0,4,1
481,1,15000.0,80,1
43,1,2000.0,1,1
14,0,2500.0,7,1
7,0,16000.0,2,1
25,1,4000.0,13,1
19,0,1000.0,0,1
21,0,1500.0,18,1
5,0,50000.0,1,1
1,0,500.0,3,1
65,0,3000.0,1,1
8,0,1111.0,25,1
23,1,1100.0,6,1
533,1,6000.0,2,1
49,1,2500.0,23,1
0,0,2500.0,0,1
24,0,5000.0,0,1
86,0,49000.0,67,1
20,1,9860.0,0,1
38,0,7400.0,3,1
1,0,4000.0,21,1
0,0,2000.0,24,1
0,0,35000.0,0,1
348,1,16000.0,32,1
1,0,12500.0,4,1
79,1,15000.0,34,1
2,0,12500.0,28,1
2,0,5000.0,3,1
3,0,2000.0,0,1
30,0,12000.0,6,1
0,0,800.0,5,1
6,0,500.0,4,1
96,1,9300.0,24,1
50,0,83050.0,48,1
13,1,500.0,1,1
41,1,800.0,5,1
126,1,6000.0,58,1
2,0,5500.0,5,1
50,1,1400.0,60,1
9,0,500.0,2,1
1,0,800.0,8,1
28,1,700.0,5,1
12,0,3000.0,0,1
3,0,500000.0,0,1
75,1,8000.0,25,1
50,1,2000.0,13,1
100,1,3500.0,9,1
39,1,700.0,0,1
30,1,1100.0,1,1
0,0,1000.0,89,1
40,0,2000.0,2,1
6,0,12000.0,2,1
47,0,2500.0,2,1
71,1,4500.0,84,1
4,0,2000.0,20,1
32,1,500.0,1,1
1612,1,21000.0,1,1
491,1,30000.0,4,1
98,1,2500.0,8,1
5,0,1800.0,0,1
33,1,500.0,405,1
26,1,700.0,51,1
43,1,1650.0,4,1
3,0,3000.0,14,1
324,1,35000.0,16,1
0,0,18000.0,7,1
24,1,600.0,0,1
26,0,1500.0,17,1
75,1,1000.0,0,1
31,0,2000.0,3,1
48,1,1750.0,4,1
9,0,15000.0,7,1
234,1,8000.0,19,1
73,0,15000.0,4,1
8,0,8000.0,49,1
29,0,1200.0,24,1
17,1,2150.0,7,1
8,0,4200.0,27,1
516,1,25000.0,103,1
111,0,5000.0,2,1
0,0,7500.0,10,1
68,0,70000.0,6,1
0,0,3000.0,38,1
14,1,1000.0,0,1
101,0,5000.0,45,1
9,0,3000.0,0,1
12,1,5399.0,0,1
17,1,500.0,20,1
48,0,83800.0,2,1
17,0,3000.0,1,1
42,0,25000.0,8,1
44,0,4500.0,1,1
17,1,600.0,1,1
2,0,1000.0,0,1
27,0,10000.0,4,1
1,0,1500.0,3,1
40,0,2500.0,10,1
65,1,1000.0,13,1
24,1,1000.0,2,1
33,0,10000.0,12,1
39,1,750.0,6,1
70,0,6000.0,14,1
414,1,15000.0,32,1
17,0,4000.0,1,1
127,1,3800.0,2,1
88,1,3000.0,4,1
79,0,8000.0,14,1
66,0,3500.0,50,1
29,0,14250.0,40,1
18,1,150.0,0,1
55,1,2500.0,0,1
23,1,3000.0,4,1
10,1,700.0,46,1
21,1,250.0,4,1
83,0,17000.0,6,1
6,0,5000.0,1,1
7,0,2700.0,11,1
27,0,8200.0,9,1
15,1,500.0,14,1
28,0,4000.0,1,1
55,1,2000.0,1,1
31,1,500.0,1,1
21,1,750.0,18,1
49,0,25000.0,14,1
2,0,8500.0,48,1
151,1,4000.0,32,1
78,1,2000.0,2,1
61,1,2000.0,21,1
213,1,15000.0,18,1
0,0,20900.0,18,1
31,1,1000.0,0,1
250,1,13600.0,4,1
48,0,5000.0,6,1
6,0,150.0,0,1
1,0,5000.0,12,1
39,0,3500.0,63,1
10,1,500.0,0,1
0,0,3000.0,5,1
21,0,1000.0,0,1
139,1,1000.0,22,1
1,0,500.0,2,1
276,1,10000.0,5,1
0,0,20000.0,8,1
93,1,6500.0,55,1
65,1,2000.0,6,1
1,0,300.0,1,1
9,0,1100.0,1,1
19,1,550.0,8,1
0,0,5000.0,1,1
2,1,175.0,7,1
145,0,6985.0,1,1
99,0,10000.0,3,1
1,0,4500.0,0,1
13,0,7500.0,6,1
21,1,5000.0,55,1
21,1,750.0,7,1
70,1,1900.0,5,1
310,1,8008.0,8,1
2,0,22500.0,14,1
176,1,8800.0,1,1
53,1,2000.0,8,1
322,0,22000.0,27,1
22,0,2500.0,19,1
105,0,5500.0,14,1
50,1,2500.0,2,1
17,1,500.0,21,1
18,0,11000.0,1,1
0,0,7000.0,12,1
13,0,1200.0,11,1
1,0,5000.0,1,1
11,0,8000.0,20,1
3,0,4000.0,0,1
17,1,500.0,1,1
17,0,2000.0,1,1
66,1,3000.0,0,1
16,0,7300.0,16,1
0,0,2500.0,27,1
14,0,20000.0,1,1
76,1,1000.0,39,1
30,0,5000.0,2,1
32,1,1750.0,44,1
34,1,1200.0,10,1
11,0,10000.0,1,1
81,0,3000.0,6,1
2,0,300.0,0,1
66,0,4500.0,26,1
0,0,7500.0,0,1
3,0,25000.0,9,1
12,0,20000.0,5,1
34,0,10000.0,90,1
26,0,1100.0,10,1
0,0,30000.0,56,1
50,0,2500.0,6,1
53,1,1750.0,1,1
11,0,500.0,2,1
3,0,20000.0,44,1
43,0,2000.0,4,1
29,0,5000.0,108,1
2,0,25000.0,63,1
0,0,1200.0,0,1
61,1,8000.0,1,1
64,1,5000.0,3,1
89,0,30000.0,1,1
1,0,2500.0,64,1
24,1,2200.0,0,1
27,0,2400.0,28,1
14,0,1500.0,43,1
2,0,7499.0,17,1
3,0,60000.0,2,1
36,1,1000.0,0,1
21,0,1000.0,7,1
54,0,5000.0,0,1
2,0,10000.0,4,1
15,1,600.0,23,1
51,0,3000.0,1,1
23,0,3333.33,7,1
59,1,2200.0,17,1
4,0,500.0,30,1
32,1,2200.0,1,1
34,1,800.0,1,1
0,0,5000.0,0,1
3,0,8000.0,1,1
3,0,5000.0,10,1
26,1,500.0,1,1
22,0,25000.0,66,1
58,0,3350.0,1,1
32,1,1200.0,0,1
5,0,4000.0,1,1
15,0,2000.0,1,1
58,1,5000.0,3,1
5,0,4500.0,9,1
2,0,5000.0,3,1
61,1,5000.0,14,1
0,0,5000.0,4,1
40,0,2000.0,9,1
27,0,11000.0,15,1
82,0,4500.0,3,1
57,0,10000.0,2,1
26,1,1000.0,10,1
37,0,3000.0,4,1
10,1,300.0,67,1
29,1,500.0,2,1
139,1,2650.0,2,1
27,1,1000.0,4,1
41,0,3000.0,50,1
28,1,3200.0,0,1
0,0,4000.0,8,1
50,0,2150.0,0,1
18,1,700.0,4,1
40,1,1500.0,50,1
4,0,400.0,6,1
41,1,1570.79,52,1
26,0,1000.0,10,1
98,1,5500.0,12,1
54,0,5000.0,2,1
0,0,417.0,3,1
1882,1,25000.0,16,1
97,1,3250.0,44,1
26,0,3500.0,3,1
16,1,750.0,1,1
1,0,80000.0,3,1
22,0,3000.0,4,1
28,0,18000.0,7,1
2,0,20000.0,17,1
5,0,2000.0,44,1
1,0,1500.0,2,1
31,1,3000.0,5,1
104,1,900.0,12,1
36,0,1625.0,1,1
91,1,5000.0,0,1
8,1,250.0,4,1
2,0,3100.0,3,1
47,1,1000.0,0,1
16,0,1000.0,0,1
52,1,1000.0,0,1
41,1,1000.0,0,1
27,0,1000.0,0,1
36,1,1000.0,0,1
16,0,1000.0,0,1
46,1,1000.0,0,1
11,0,1000.0,3,1
1,0,250.0,153,1
7,0,50000.0,89,1
5,0,2300.0,113,1
13,1,500.0,12,1
19,1,3000.0,14,1
0,0,15000.0,5,1
2,0,1000.0,0,1
15,1,650.0,1,1
2,0,10000.0,52,1
64,0,8700.0,53,1
8,0,750.0,146,1
95,1,3000.0,4,1
2,0,400.0,1,1
1,0,2500.0,43,1
12,0,3000.0,4,1
2,0,8500.0,5,1
17,0,4000.0,3,1
16,0,3500.0,4,1
80,0,20000.0,160,1
1,0,14000.0,5,1
4,0,5000.0,13,1
0,0,25000.0,11,1
0,0,15000.0,3,1
75,1,3500.0,3,1
71,0,8000.0,18,1
55,0,6000.0,51,1
206,0,18500.0,8,1
68,1,2500.0,2,1
0,0,6000.0,40,1
0,0,5000.0,2,1
11,0,12900.0,35,1
19,0,3500.0,7,1
35,0,2200.0,5,1
9,0,3000.0,1,1
0,0,1000.0,19,1
515,1,3000.0,3,1
87,1,15000.0,5,1
0,0,10000.0,6,1
10,0,1000.0,0,1
37,1,1600.0,6,1
39,1,10000.0,1,1
20,0,2750.0,54,1
130,0,10000.0,0,1
45,1,1500.0,0,1
178,1,20000.0,8,1
