tx_price,beds,baths,sqft,year_built,lot_size,property_type,exterior_walls,roof,basement,restaurants,groceries,nightlife,cafes,shopping,arts_entertainment,beauty_spas,active_life,median_age,married,college_grad,property_tax,insurance,median_school,num_schools,tx_year
368000,3,1,1260,1951,10267,Single-Family,Brick,Composition Shingle,1.0,4,2,1,0,9,2,2,1,43.0,84.0,70.0,395.0,120.0,6.0,3.0,2015
330000,3,1,1280,1970,1420,Apartment / Condo / Townhouse,Wood,Composition Shingle,1.0,20,2,1,3,16,6,15,14,33.0,57.0,41.0,238.0,72.0,7.0,3.0,2005
300000,3,1,1280,1984,1375,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,98,13,9,11,99,6,56,31,40.0,68.0,63.0,274.0,83.0,5.0,3.0,2010
275000,3,1,1280,1984,1598,Apartment / Condo / Townhouse,Brick,,,51,10,4,4,85,4,33,9,35.0,52.0,42.0,167.0,47.0,4.0,3.0,2005
340000,3,1,1280,1985,1398,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,69,14,2,8,56,1,50,25,40.0,68.0,63.0,274.0,83.0,5.0,3.0,2005
497650,3,1,1286,1947,8276,Single-Family,Wood Siding,Composition Shingle,,47,9,2,4,45,4,30,31,40.0,54.0,80.0,540.0,187.0,9.0,3.0,2004
490000,3,1,1301,1950,51400,Single-Family,Stucco,Composition Shingle,1.0,77,8,7,17,83,6,38,24,38.0,87.0,78.0,548.0,167.0,9.0,3.0,2016
295000,3,1,1302,1972,0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,63,4,5,5,38,4,42,12,30.0,46.0,36.0,179.0,54.0,7.0,3.0,2005
650000,3,1,1309,1952,7540,Single-Family,Brick veneer,Composition Shingle,1.0,51,7,7,9,44,5,21,31,30.0,65.0,81.0,511.0,177.0,9.0,3.0,2012
580000,3,1,1323,1920,3674,Single-Family,Siding (Alum/Vinyl),Asphalt,1.0,62,9,9,11,68,7,41,38,37.0,41.0,53.0,526.0,174.0,3.0,3.0,2010
330000,3,1,1368,1994,1340,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,18,2,0,0,23,1,11,7,40.0,68.0,50.0,291.0,88.0,4.5,2.0,2013
299990,3,1,1382,1985,1995,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,9,1,0,3,8,0,15,5,28.0,85.0,31.0,241.0,73.0,6.0,3.0,2007
389900,3,1,1404,1956,11761,Single-Family,Brick,Composition Shingle,1.0,3,1,0,0,15,1,1,6,33.0,62.0,44.0,348.0,106.0,6.0,3.0,2013
430000,3,1,1506,1981,1746,Apartment / Condo / Townhouse,Wood,Metal,1.0,8,1,0,1,12,0,4,10,48.0,66.0,85.0,404.0,123.0,7.0,3.0,2004
482413,3,1,1520,1995,1400,Single-Family,Brick,Composition Shingle,1.0,67,3,11,9,123,6,51,12,38.0,81.0,65.0,377.0,114.0,3.0,3.0,2005
325000,3,1,1568,1954,14810,Single-Family,Siding (Alum/Vinyl),,,44,2,8,3,65,7,21,18,30.0,65.0,69.0,299.0,84.0,8.0,3.0,2005
500000,3,1,1618,1958,12196,Single-Family,Brick,Asphalt,1.0,46,7,5,6,60,2,41,10,40.0,83.0,82.0,372.0,123.0,1.0,3.0,2007
656500,3,1,1846,1954,6255,Single-Family,Brick veneer,Composition Shingle,1.0,109,17,6,15,91,6,32,25,38.0,76.0,85.0,522.0,181.0,9.0,3.0,2007
296000,3,1,1860,1995,1977,Single-Family,Brick,Composition Shingle,1.0,81,8,4,10,181,5,49,23,33.0,66.0,83.0,430.0,131.0,7.0,3.0,2000
399000,3,1,1928,1954,12632,Single-Family,Brick,Composition Shingle,1.0,60,13,4,2,46,3,34,8,31.0,91.0,17.0,351.0,107.0,3.0,3.0,2014
200000,3,1,2175,1940,9500,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,70,8,9,7,82,5,48,37,36.0,81.0,80.0,771.0,224.0,9.0,3.0,1995
225870,3,1,2622,1995,3010,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,35,5,3,4,32,2,14,14,34.0,76.0,73.0,471.0,143.0,6.5,2.0,1995
359000,3,2,816,1948,3600,Single-Family,Brick,Composition Shingle,1.0,62,12,5,6,33,8,29,25,33.0,52.0,38.0,352.0,107.0,5.0,3.0,2012
349900,3,2,816,1949,3484,Apartment / Condo / Townhouse,Brick,shake-shingle,1.0,60,10,5,7,25,3,48,13,33.0,52.0,38.0,368.0,112.0,5.0,3.0,2007
255000,3,2,879,1950,9999,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,26,10,2,2,28,1,19,4,41.0,70.0,61.0,327.0,99.0,4.0,3.0,2009
255000,3,2,884,1964,3140,Single-Family,Metal,Composition Shingle,1.0,95,11,14,12,96,5,52,32,39.0,64.0,34.0,360.0,109.0,3.0,3.0,2012
232500,3,2,890,1954,25264,Single-Family,Siding (Alum/Vinyl),,1.0,39,5,4,1,41,0,11,2,40.0,75.0,47.0,233.0,66.0,5.0,3.0,2007
405000,3,2,922,1944,0,Apartment / Condo / Townhouse,Brick,,1.0,62,13,12,9,41,18,48,45,33.0,35.0,87.0,309.0,107.0,6.0,3.0,2014
429900,3,2,966,1980,5647,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,0,1,0,0,2,0,2,1,36.0,62.0,63.0,344.0,104.0,6.0,2.0,2005
249600,3,2,969,1988,1281,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Asphalt,1.0,21,3,1,3,45,2,11,7,33.0,50.0,36.0,184.0,52.0,5.0,3.0,2005
299000,3,2,972,1964,21780,Single-Family,Brick,Composition Shingle,1.0,38,8,3,6,47,1,31,9,42.0,76.0,25.0,336.0,102.0,4.0,3.0,2011
246700,3,2,997,1984,1119,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,30,10,1,1,19,3,12,3,32.0,45.0,47.0,245.0,74.0,3.0,3.0,2012
360000,3,2,1009,1959,8925,Single-Family,Brick,Composition Shingle,1.0,96,7,15,13,84,6,57,15,45.0,61.0,42.0,351.0,107.0,4.0,3.0,2012
349900,3,2,1036,1954,3598,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,32,12,2,3,35,1,28,8,31.0,89.0,26.0,278.0,85.0,4.0,3.0,2007
280000,3,2,1040,2013,14810,Single-Family,Siding (Alum/Vinyl),,1.0,28,5,2,0,14,1,22,6,40.0,47.0,5.0,211.0,59.0,3.5,2.0,2005
350000,3,2,1060,1983,1341,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,28,6,1,1,20,0,17,13,39.0,70.0,52.0,308.0,94.0,8.0,3.0,2014
339500,3,2,1064,1988,0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,32,3,0,7,86,3,26,10,35.0,69.0,80.0,180.0,55.0,9.0,3.0,2006
320000,3,2,1084,1967,0,Apartment / Condo / Townhouse,Brick,Gravel/Rock,1.0,119,6,21,23,302,6,98,35,36.0,42.0,67.0,274.0,83.0,8.0,3.0,2005
299000,3,2,1092,1958,10545,Single-Family,Brick,Composition Shingle,1.0,26,1,3,3,56,1,15,4,37.0,70.0,36.0,344.0,105.0,3.0,3.0,2010
305000,3,2,1092,1958,10724,Single-Family,Brick,Composition Shingle,1.0,22,5,1,1,16,1,6,11,37.0,61.0,56.0,319.0,97.0,5.0,3.0,2008
325900,3,2,1100,1984,915,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,19,1,0,3,17,0,8,11,42.0,56.0,81.0,286.0,87.0,6.0,3.0,2012
310000,3,2,1102,1956,2016,Apartment / Condo / Townhouse,Brick,Asphalt,1.0,58,9,9,10,60,10,35,45,32.0,78.0,83.0,406.0,134.0,3.0,3.0,2004
358000,3,2,1104,1990,1050,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,40,4,4,2,31,4,13,9,35.0,49.0,84.0,323.0,98.0,6.5,2.0,2013
200750,3,2,1131,1977,0,Apartment / Condo / Townhouse,Wood,Composition Shingle,1.0,38,2,3,5,64,2,65,18,40.0,75.0,57.0,249.0,76.0,9.0,3.0,2008
257600,3,2,1144,1973,1502,Apartment / Condo / Townhouse,Stucco,Composition Shingle,1.0,21,3,1,5,13,3,13,13,41.0,73.0,60.0,258.0,78.0,5.0,3.0,2004
280000,3,2,1152,1963,8712,Single-Family,,Composition Shingle,,25,7,1,0,15,2,22,12,35.0,69.0,25.0,310.0,80.0,3.0,3.0,2013
258000,3,2,1178,1979,1398,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,0,0,0,0,2,0,0,0,36.0,83.0,66.0,295.0,89.0,9.0,3.0,2011
415000,3,2,1200,1949,5227,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,22,10,1,3,29,1,17,2,41.0,70.0,61.0,368.0,112.0,4.0,3.0,2014
339000,3,2,1200,1953,8745,Single-Family,Brick,asphalt,1.0,65,14,5,2,49,3,40,10,29.0,85.0,36.0,359.0,109.0,3.0,3.0,2009
249000,3,2,1200,1953,9069,Single-Family,Brick,Composition Shingle,1.0,65,14,5,2,49,3,40,10,29.0,85.0,36.0,368.0,112.0,3.0,3.0,2001
500000,3,2,1208,1972,11761,Single-Family,Metal,Composition Shingle,1.0,14,1,0,0,7,1,4,6,43.0,90.0,69.0,353.0,107.0,8.0,3.0,2005
345000,3,2,1211,1954,10781,Single-Family,Brick,Composition Shingle,1.0,70,13,7,4,71,3,40,13,30.0,88.0,40.0,397.0,121.0,3.0,3.0,2012
280000,3,2,1214,2001,2178,Apartment / Condo / Townhouse,,Composition Shingle,1.0,14,2,3,4,19,1,8,12,32.0,67.0,70.0,347.0,89.0,3.0,3.0,2003
285000,3,2,1220,1982,2448,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,0,1,0,0,2,0,2,0,33.0,58.0,44.0,278.0,84.0,6.0,2.0,2008
439900,3,2,1220,1983,2178,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,21,4,1,5,16,1,18,11,34.0,66.0,72.0,359.0,109.0,8.0,3.0,2006
428000,3,2,1220,1984,1519,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,33,5,3,5,22,1,21,12,34.0,36.0,86.0,364.0,111.0,8.0,3.0,2014
417000,3,2,1220,1984,1520,Apartment / Condo / Townhouse,Metal,Composition Shingle,1.0,33,5,3,5,22,1,21,12,34.0,36.0,86.0,368.0,112.0,8.0,3.0,2014
410000,3,2,1220,1985,1981,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,72,14,2,9,58,1,51,26,40.0,68.0,63.0,327.0,99.0,5.0,3.0,2006
525000,3,2,1224,1942,7000,Single-Family,Stucco,Composition Shingle,1.0,15,1,0,4,11,2,13,10,46.0,54.0,73.0,430.0,131.0,4.0,3.0,2005
392000,3,2,1225,1954,16117,Single-Family,Combination,,1.0,111,10,10,12,90,7,74,23,42.0,58.0,42.0,341.0,118.0,7.0,3.0,2013
252500,3,2,1228,1987,2012,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),,1.0,53,4,7,4,77,1,35,10,31.0,73.0,26.0,209.0,59.0,4.0,3.0,2004
375000,3,2,1232,1973,2639,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,16,6,1,3,26,0,3,6,33.0,82.0,47.0,254.0,77.0,3.0,3.0,2005
375000,3,2,1232,1980,1540,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,11,2,0,4,7,2,5,7,39.0,87.0,73.0,315.0,96.0,8.0,1.0,2006
378000,3,2,1240,1982,1306,Apartment / Condo / Townhouse,Metal,Composition Shingle,1.0,76,10,11,9,89,4,51,30,39.0,64.0,34.0,335.0,102.0,5.0,3.0,2009
485000,3,2,1254,1951,10737,Single-Family,Brick,Other,1.0,12,2,0,7,6,0,0,5,47.0,66.0,62.0,457.0,139.0,5.0,3.0,2012
445900,3,2,1258,2003,0,Apartment / Condo / Townhouse,Wood Siding,,,48,3,9,2,21,20,29,42,30.0,34.0,70.0,349.0,121.0,6.0,3.0,2009
335000,3,2,1260,1948,3598,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,54,10,4,7,22,2,25,11,33.0,52.0,38.0,376.0,114.0,5.0,3.0,2009
271000,3,2,1260,1962,27007,Single-Family,Combination,,1.0,0,0,0,0,0,0,0,0,48.0,76.0,47.0,303.0,86.0,8.0,3.0,2013
399900,3,2,1267,1954,10519,Single-Family,Brick,Composition Shingle,1.0,30,5,2,3,21,1,11,7,44.0,79.0,47.0,409.0,124.0,4.0,3.0,2010
275000,3,2,1276,1955,11761,Single-Family,Brick,Composition Shingle,1.0,20,4,1,1,13,1,5,10,41.0,66.0,40.0,340.0,103.0,6.0,3.0,2010
333000,3,2,1280,1979,1999,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,24,5,1,1,19,0,16,13,36.0,75.0,64.0,311.0,94.0,9.0,3.0,2008
324000,3,2,1280,1985,1441,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,16,1,1,4,19,2,5,13,39.0,72.0,60.0,302.0,92.0,7.0,1.0,2011
440000,3,2,1285,1963,11761,Single-Family,Brick,Composition Shingle,1.0,6,1,1,0,22,0,4,6,39.0,80.0,44.0,399.0,121.0,7.0,2.0,2013
575000,3,2,1287,1945,14374,Single-Family,Metal,Shake Shingle,1.0,27,3,3,3,34,3,17,15,40.0,64.0,77.0,528.0,161.0,10.0,3.0,2016
275000,3,2,1296,1963,15681,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,19,10,1,1,20,0,23,5,31.0,79.0,30.0,269.0,82.0,3.0,3.0,2009
425000,3,2,1304,1978,8616,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,18,2,0,1,12,1,16,9,36.0,92.0,76.0,381.0,116.0,7.0,2.0,2014
295000,3,2,1304,1980,1446,Apartment / Condo / Townhouse,Wood,Composition Shingle,1.0,89,5,9,5,34,2,49,13,32.0,83.0,31.0,245.0,74.0,5.0,3.0,2005
319900,3,2,1320,1971,1400,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,10,2,0,1,10,3,5,7,46.0,78.0,77.0,295.0,90.0,7.0,3.0,2004
340000,3,2,1320,1972,1400,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,18,3,1,4,14,3,8,13,46.0,78.0,77.0,295.0,89.0,7.0,3.0,2012
258000,3,2,1320,1983,1650,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Asphalt,1.0,36,4,2,2,60,6,27,13,32.0,82.0,29.0,174.0,42.0,4.0,3.0,2005
370000,3,2,1320,1996,1599,Apartment / Condo / Townhouse,Brick,,1.0,71,8,10,5,99,1,52,12,31.0,73.0,26.0,242.0,68.0,4.0,3.0,2005
700000,3,2,1325,1939,7000,Single-Family,Stucco,,1.0,9,1,0,3,9,2,12,10,46.0,54.0,73.0,548.0,167.0,4.0,3.0,2005
200000,3,2,1330,1972,0,Apartment / Condo / Townhouse,Brick,Gravel/Rock,1.0,32,1,0,3,27,6,19,25,47.0,51.0,77.0,211.0,64.0,7.0,3.0,2010
242990,3,2,1330,2010,0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),,1.0,14,3,1,0,5,0,13,2,29.0,82.0,44.0,232.0,65.0,4.5,2.0,2010
320000,3,2,1331,1969,19166,Single-Family,Brick,Asphalt,1.0,73,13,3,6,57,2,51,22,34.0,71.0,55.0,344.0,104.0,5.0,3.0,2015
319950,3,2,1332,1995,2178,Apartment / Condo / Townhouse,,Asphalt,1.0,15,1,2,2,31,2,13,12,35.0,71.0,54.0,324.0,83.0,7.0,3.0,2007
250000,3,2,1332,2003,0,Single-Family,Brick,Composition Shingle,1.0,63,9,4,6,101,3,35,22,34.0,48.0,62.0,258.0,78.0,9.0,3.0,2011
235000,3,2,1334,1978,0,Apartment / Condo / Townhouse,,Composition Shingle,1.0,47,7,2,2,36,5,31,26,29.0,48.0,29.0,237.0,61.0,3.0,3.0,2014
211500,3,2,1338,1967,0,Apartment / Condo / Townhouse,Brick,Gravel/Rock,1.0,74,5,8,12,89,11,34,30,61.0,38.0,66.0,184.0,56.0,7.0,3.0,2012
350000,3,2,1340,1965,10497,Single-Family,Brick,Composition Shingle,1.0,6,1,0,1,6,0,12,8,38.0,80.0,49.0,389.0,118.0,8.0,3.0,2005
209900,3,2,1342,1970,2748,Apartment / Condo / Townhouse,Brick,,,30,1,5,2,40,0,18,6,37.0,60.0,54.0,202.0,57.0,4.0,3.0,2014
390000,3,2,1342,1985,1540,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,12,2,0,2,12,3,10,9,35.0,55.0,71.0,344.0,105.0,6.0,3.0,2013
416000,3,2,1344,1984,12632,Single-Family,Siding (Alum/Vinyl),Asphalt,1.0,19,4,0,0,14,2,3,7,46.0,69.0,29.0,332.0,81.0,4.0,3.0,2006
245000,3,2,1348,1987,1599,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),,1.0,22,4,3,3,28,0,24,12,29.0,63.0,51.0,251.0,71.0,7.0,3.0,2010
236000,3,2,1348,2006,1629,Apartment / Condo / Townhouse,Brick,,1.0,0,0,0,0,5,0,0,2,31.0,80.0,47.0,286.0,81.0,6.0,2.0,2008
238500,3,2,1350,1978,2757,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,0,0,0,0,2,0,2,0,36.0,83.0,66.0,327.0,99.0,9.0,3.0,2011
440000,3,2,1352,1974,22215,Single-Family,Metal,Composition Shingle,1.0,1,0,0,0,0,0,0,3,46.0,81.0,53.0,409.0,124.0,5.5,2.0,2011
250000,3,2,1360,1983,1498,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,13,6,0,3,22,0,3,6,42.0,66.0,56.0,278.0,85.0,3.0,3.0,2011
239900,3,2,1360,1995,1559,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),,1.0,57,4,7,4,71,5,39,12,29.0,80.0,24.0,250.0,70.0,8.0,3.0,2011
325000,3,2,1362,1963,0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,8,1,0,3,10,1,10,10,60.0,15.0,63.0,245.0,75.0,4.0,3.0,2007
309900,3,2,1368,2003,1742,Apartment / Condo / Townhouse,,Composition Shingle,1.0,11,1,3,1,14,3,7,7,29.0,78.0,73.0,378.0,97.0,8.0,3.0,2011
293000,3,2,1370,1984,2308,Apartment / Condo / Townhouse,Metal,Composition Shingle,1.0,62,5,7,4,27,2,50,16,32.0,83.0,31.0,255.0,78.0,5.0,3.0,2014
459000,3,2,1370,1992,1778,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,49,6,6,4,44,4,18,14,36.0,39.0,84.0,359.0,109.0,5.0,2.0,2005
297000,3,2,1374,1994,1528,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,81,7,7,6,42,5,40,14,33.0,62.0,51.0,311.0,94.0,8.0,3.0,2009
249000,3,2,1375,1994,1499,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,44,7,2,4,39,4,24,18,39.0,62.0,81.0,359.0,109.0,5.0,3.0,2001
455900,3,2,1380,1990,1660,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,57,7,7,5,50,6,34,17,39.0,49.0,54.0,352.0,107.0,6.0,3.0,2013
375490,3,2,1380,1997,0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,36,2,6,5,36,0,11,7,36.0,61.0,64.0,278.0,84.0,7.0,3.0,2004
375000,3,2,1400,1938,7013,Single-Family,Siding (Alum/Vinyl),Asphalt,,90,9,17,5,36,22,44,48,32.0,49.0,46.0,388.0,134.0,4.0,3.0,2013
271000,3,2,1400,1972,0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,78,3,13,10,65,4,38,12,41.0,75.0,56.0,192.0,58.0,7.0,3.0,2005
350000,3,2,1400,1972,1400,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,11,2,0,2,9,3,7,12,35.0,55.0,71.0,327.0,100.0,7.0,3.0,2010
368253,3,2,1400,2005,0,Apartment / Condo / Townhouse,,Composition Shingle,1.0,21,4,1,2,14,1,10,10,31.0,77.0,69.0,310.0,79.0,7.0,2.0,2005
399000,3,2,1404,1951,10001,Single-Family,Wood,Asphalt,1.0,12,2,0,7,7,0,0,6,47.0,66.0,62.0,434.0,132.0,5.0,3.0,2009
290000,3,2,1404,1959,9003,Single-Family,Brick,Composition Shingle,1.0,96,7,16,10,85,5,54,15,44.0,89.0,46.0,377.0,115.0,4.0,3.0,2010
331000,3,2,1408,1967,1542,Apartment / Condo / Townhouse,Brick,,1.0,42,6,1,3,29,2,31,7,32.0,64.0,41.0,193.0,55.0,4.0,3.0,2006
300000,3,2,1408,2000,1742,Apartment / Condo / Townhouse,,Composition Shingle,1.0,38,0,5,6,109,4,25,10,37.0,64.0,55.0,356.0,91.0,7.0,3.0,2008
462330,3,2,1418,2013,0,Apartment / Condo / Townhouse,Brick,,1.0,27,6,5,7,34,2,19,16,44.0,70.0,54.0,458.0,139.0,8.0,3.0,2013
317500,3,2,1421,1985,0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,60,14,4,5,83,3,16,11,43.0,73.0,41.0,336.0,102.0,3.0,3.0,2003
209900,3,2,1440,1963,12632,Single-Family,Siding (Alum/Vinyl),,1.0,2,1,0,1,6,0,2,2,36.0,75.0,35.0,286.0,81.0,4.0,3.0,2015
299900,3,2,1440,1988,1444,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,96,8,7,9,49,6,48,15,38.0,68.0,53.0,295.0,90.0,8.0,3.0,2008
347644,3,2,1442,1974,1743,Single-Family,Wood,Composition Shingle,1.0,96,7,15,13,86,5,58,15,40.0,73.0,44.0,318.0,97.0,4.0,3.0,2016
279900,3,2,1444,1971,9147,Single-Family,,Composition Shingle,,9,1,1,2,9,1,11,10,39.0,89.0,74.0,358.0,92.0,6.0,3.0,2012
385000,3,2,1446,1965,0,Apartment / Condo / Townhouse,Brick,,,132,9,13,15,79,9,49,49,55.0,23.0,42.0,277.0,96.0,5.0,3.0,2011
330000,3,2,1452,1968,0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,21,5,2,1,17,0,14,8,32.0,46.0,58.0,244.0,74.0,8.0,3.0,2007
360000,3,2,1452,1974,1760,Single-Family,Stucco,Composition Shingle,1.0,13,6,0,3,21,0,3,6,42.0,66.0,56.0,299.0,91.0,3.0,3.0,2007
455000,3,2,1452,1981,1540,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,10,2,0,1,11,3,5,7,35.0,55.0,71.0,389.0,118.0,6.0,3.0,2015
324000,3,2,1452,1992,2535,Apartment / Condo / Townhouse,Metal,Other,1.0,25,2,0,2,25,1,15,8,35.0,93.0,62.0,325.0,99.0,6.0,2.0,2015
350000,3,2,1452,1994,1742,Apartment / Condo / Townhouse,,Composition Shingle,1.0,3,0,0,0,1,0,1,7,40.0,92.0,79.0,349.0,89.0,7.0,3.0,2004
400000,3,2,1456,1984,1500,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,14,2,4,2,8,3,3,9,38.0,83.0,67.0,348.0,106.0,6.0,1.0,2005
262000,3,2,1459,1975,52707,Single-Family,Siding (Alum/Vinyl),Other,,1,0,1,0,1,1,0,1,37.0,86.0,41.0,308.0,87.0,5.0,3.0,2012
475000,3,2,1468,1948,10175,Single-Family,Brick,Composition Shingle,1.0,41,6,2,2,26,1,19,7,42.0,71.0,20.0,467.0,142.0,4.0,3.0,2009
420000,3,2,1475,1954,9334,Single-Family,Brick,Asphalt,1.0,65,12,7,3,72,3,38,9,30.0,88.0,40.0,504.0,153.0,3.0,3.0,2014
467000,3,2,1483,2004,0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,124,12,10,15,111,12,65,41,32.0,32.0,88.0,450.0,137.0,7.0,3.0,2011
440000,3,2,1484,1986,1825,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,21,3,1,3,17,2,13,8,42.0,55.0,72.0,307.0,93.0,7.0,3.0,2005
309900,3,2,1496,1979,2378,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,0,0,0,0,6,1,0,10,31.0,68.0,54.0,323.0,98.0,8.0,1.0,2011
444000,3,2,1496,1981,1542,Apartment / Condo / Townhouse,Metal,Composition Shingle,1.0,32,3,2,1,24,1,15,10,44.0,77.0,53.0,295.0,90.0,8.5,2.0,2005
345000,3,2,1501,1980,1542,Apartment / Condo / Townhouse,Metal,Composition Shingle,1.0,32,3,2,1,24,1,15,10,44.0,77.0,53.0,327.0,99.0,8.5,2.0,2007
400000,3,2,1503,1951,10254,Single-Family,"Rock, Stone",Composition Shingle,1.0,38,13,2,5,48,2,22,3,34.0,40.0,36.0,368.0,112.0,4.0,3.0,2011
223500,3,2,1506,1975,0,Apartment / Condo / Townhouse,Brick,,,72,12,10,9,95,1,54,26,47.0,28.0,42.0,255.0,84.0,2.0,3.0,2003
341500,3,2,1508,1953,9827,Single-Family,Asbestos shingle,Composition Shingle,1.0,7,1,0,3,10,2,10,7,41.0,62.0,41.0,409.0,124.0,4.0,3.0,2009
306000,3,2,1510,1975,0,Apartment / Condo / Townhouse,Brick,,,72,12,10,9,95,1,54,26,47.0,28.0,42.0,251.0,83.0,2.0,3.0,2013
438950,3,2,1512,1977,2613,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,42,4,1,7,35,3,21,24,45.0,61.0,70.0,385.0,117.0,6.0,3.0,2006
340000,3,2,1514,1997,0,Apartment / Condo / Townhouse,Wood,Composition Shingle,1.0,70,10,3,8,93,5,40,24,34.0,58.0,76.0,286.0,87.0,7.0,3.0,2008
260000,3,2,1518,1991,0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,25,2,3,3,8,0,9,6,39.0,36.0,37.0,257.0,78.0,8.0,3.0,2010
415000,3,2,1522,1989,1760,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,0,0,0,0,1,0,0,3,44.0,77.0,62.0,352.0,107.0,6.0,3.0,2014
345000,3,2,1524,2006,0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,31,13,0,5,41,2,18,2,41.0,70.0,61.0,317.0,96.0,4.0,3.0,2012
320000,3,2,1532,1980,1812,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,10,1,1,0,9,0,11,8,36.0,75.0,64.0,360.0,109.0,9.0,2.0,2016
399900,3,2,1534,1953,10023,Single-Family,Brick,Composition Shingle,1.0,67,14,4,6,95,3,20,17,43.0,73.0,41.0,409.0,124.0,3.0,3.0,2003
228000,3,2,1540,1972,1742,Apartment / Condo / Townhouse,,Composition Shingle,,4,0,1,0,4,1,10,8,34.0,82.0,35.0,269.0,69.0,6.0,3.0,2010
239000,3,2,1540,1973,1742,Apartment / Condo / Townhouse,,Composition Shingle,,3,0,1,0,4,1,1,3,34.0,82.0,35.0,266.0,68.0,6.0,3.0,2010
310000,3,2,1541,1977,87991,Single-Family,Siding (Alum/Vinyl),,1.0,0,0,0,0,1,0,0,0,46.0,92.0,35.0,307.0,87.0,8.0,3.0,2012
415000,3,2,1544,1996,1964,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,95,22,17,14,94,7,40,21,40.0,50.0,55.0,430.0,131.0,3.0,3.0,2011
